,Users,Date Created,Number of Likes,Source of Tweet,Tweet
24,Anu Pandey,2022-10-25 17:57:32+00:00,0,Twitter for Android,RT @SinghLions: Rishi Sunak takes over as the next Prime Minister of UK. First Non White. First Indian Origin. First South Asian Prime Mini…
25,La sultane أمة الله,2022-10-25 17:57:32+00:00,0,Twitter for Android,RT @Inafr_officiel: Rishi Sunak est le premier homme politique issu d’une minorité ethnique à accéder au poste de Premier ministre au Royau…
26,Barnabas GH🇬🇭🇺🇸,2022-10-25 17:57:31+00:00,0,Twitter for iPhone,"RT @NAkufoAddo: Warm congratulations to Rt. Hon. Rishi Sunak, MP, (@RishiSunak) on becoming the 57th British Prime Minister in this difficu…"
27,Taru Vuontisjärvi,2022-10-25 17:57:31+00:00,0,Twitter for Android,"RT @PeterStefanovi2: At noon Rishi Sunak promised a “compassionate” Government

At 5pm he made Suella Braverman - with her cruel &amp; toxic vi…"
28,Mai Toh Maje Lunga,2022-10-25 17:57:31+00:00,0,Twitter for Android,"RT @NarundarM: Rishi Sunak - Indian. 
Akshay Kumar - Indian. 
Sonia Gandhi - Italian. 
Indian Muslims - Not Indian.

Bhakt's logic:
If you…"
29,trudi clay,2022-10-25 17:57:31+00:00,0,Twitter for iPad,"RT @sammwittings: Oh ffs Braverman is Home Secretary again
Rishi Sunak is mad, bad and a lousy judge of character"
30,Anita Hoener #NHSblueHeart!,2022-10-25 17:57:31+00:00,0,Twitter Web App,#ToryCriminalsUnfitToGovern #ToriesDestroyingOurCountry #ToriesDestroyingOurPlanet #CriminalToriesWithoutShame… https://t.co/dyWIxEpFsR
31,chris cummings,2022-10-25 17:57:31+00:00,0,Twitter for Android,"RT @jeremycorbyn: In coronating Rishi Sunak, Tory MPs have decided that a former hedge fund manager is a safe pair of hands. 

The question…"
32,Kate 💙,2022-10-25 17:57:31+00:00,0,Twitter for iPhone,"RT @docrussjackson: Oh FFS is trending.

Braverman? Raab? Coffey? REALLY? Even Gavin fucking Williamson is being considered for a comeback!…"
33,stehad86 💚,2022-10-25 17:57:31+00:00,0,Twitter for Android,RT @WayneDavid81: I actually still cannot believe BBC News showed this Rishi Sunak word cloud earlier today 😮 https://t.co/OfIg09LoLr
34,Burçak Erekmekçi,2022-10-25 17:57:31+00:00,0,Twitter Web App,"RT @Turk0638: İngiltere'nin çiçeği burnunda başbakanı Rishi Sunak, Downing Sk.'ta kendisini karşılamak için bekleyen Başbakanlık Kedisi Lar…"
35,Chris Evans💙 #SaveOurNHS #labourfiles,2022-10-25 17:57:30+00:00,0,Twitter for iPhone,"RT @BeckettUnite: A reminder that Track &amp; Trace never worked, was always in the hands of private providers (never the NHS) and wasted £37 b…"
36,Pumpkin Spice Schmidt,2022-10-25 17:57:30+00:00,0,Twitter for Android,"RT @jeremycorbyn: In coronating Rishi Sunak, Tory MPs have decided that a former hedge fund manager is a safe pair of hands. 

The question…"
37,KC,2022-10-25 17:57:30+00:00,0,Twitter for iPhone,"RT @CarolineLucas: Outrageous for Rishi Sunak to try and distance himself from Johnson's chaotic Govt, when he was right at the heart of it…"
38,Andy Stanley,2022-10-25 17:57:30+00:00,0,Twitter for Android,"RT @guy_ingerson: From Rishi Sunak’s appointments we can see a continuation of culture wars on migration, LGBT+ and other human rights (Bra…"
39,Winston Smith,2022-10-25 17:57:30+00:00,0,Twitter Web App,"Rishi Sunak made it very clear, the only thing he cares about is paying back the MPs that voted for him

He doesn't… https://t.co/LHs8EJuHeY"
40,Joshua Goodwin,2022-10-25 17:57:30+00:00,0,Twitter for Android,RT @JustinWhang: Idk shit about uk politics but that Rishi Sunak dude seems ai generated to me
41,Pete Davenport💙,2022-10-25 17:57:30+00:00,0,Twitter for Android,"RT @GOV2UK: Rishi Sunak profited from Putin's Regime via Infosys, which his wife holds a £670M stake in.. while Russia was *actually invadi…"
42,Multiverse,2022-10-25 17:57:30+00:00,0,Twitter Web App,"@KedarAnilGadgil Rishi Sunak is a British PM because by birth he is British and his loyalties die with the UK.
Soni… https://t.co/9FxRE0s4Tv"
43,kath,2022-10-25 17:57:30+00:00,0,Twitter Web App,"RT @RichardJMurphy: So, Rishi Sunak appoints as Home Secretary a woman who dreams of deporting victims of torture to Rwanda. Any hope that…"
44,Bijay K Sahu,2022-10-25 17:57:29+00:00,0,Twitter for iPhone,"RT @WilliamJHague: Rishi Sunak brings stability and hope back to No 10. 
After the chaos of the past few months, this sensible appointment…"
45,Akram Naji #RakyatJagaRakyat,2022-10-25 17:57:29+00:00,0,Twitter Web App,"RT @MimiJ9: Suella Braverman returns as Home Secretary.

As if anymore proof is needed. Rishi Sunak is governing for Party unity rather tha…"
46,"Michael, biValent Boosted, Still masked 🏳️‍🌈",2022-10-25 17:57:29+00:00,0,Twitter for Android,"RT @AtomicAnalyst: This afternoon or evening, Rishi Sunak, the UK’s newest prime minister, will be briefed on its nuclear war plans and the…"
47,AndyKooky,2022-10-25 17:57:29+00:00,0,Twitter for iPhone,"RT @UKLabour: As Chancellor, Rishi Sunak failed to grow the economy and failed to help families, businesses and pensioners with the Tory co…"
48,Trevor Savage,2022-10-25 17:57:28+00:00,0,Twitter for iPad,"Me to, it appears to indicate Rishi Sunak leans more to the right than the left. https://t.co/CpCE8KWtSY"
49,Frodrick Williams,2022-10-25 17:57:28+00:00,0,Twitter for iPhone,RT @ThelmaAndLouie: Wonder if Rishi Sunak was an alum of #WEF🤔
50,Judith Stout,2022-10-25 17:57:28+00:00,0,Twitter Web App,RT @WritesBright: Rishi Sunak is acting like he’s being held hostage in Downing Street - a man worn down by the job even before he’s starte…
51,Matthew Shaw,2022-10-25 17:57:28+00:00,0,Twitter for iPhone,"RT @YvetteCooperMP: At noon Rishi Sunak promised “integrity, professionalism &amp; accountability”

At 5pm he made Suella Braverman Home Secret…"
52,K med💙💙💙🇺🇦,2022-10-25 17:57:28+00:00,0,Twitter Web App,"RT @Charles83230639: Rishi Sunak is NOT my Prime Minister! 🇬🇧#GeneralElectionN0W 
RT if you feel the same."
53,Kay Mesure,2022-10-25 17:57:28+00:00,0,Twitter for iPhone,"RT @CarolineLucas: Outrageous for Rishi Sunak to try and distance himself from Johnson's chaotic Govt, when he was right at the heart of it…"
54,#claddingscandal #notjustcladding #FireSafetyBill,2022-10-25 17:57:28+00:00,0,Twitter for iPhone,"RT @CarlSte50121979: Rishi Sunak promises the fix the mistakes of his predecessor,  when is he going to fix his own mistakes ie a £20 in Un…"
55,Pandit Satish Kaul🚩,2022-10-25 17:57:28+00:00,0,Twitter for Android,"RT @AdityaRajKaul: Excellent Rishi Sunak edition of The Daily Show!  “I am selling the entire country to India, you ********”. Must must wa…"
56,Schrödinger's Asian,2022-10-25 17:57:28+00:00,0,Twitter for iPhone,"RT @BasitMahmood91: Rishi Sunak has donated more than £100,000 to Winchester College, his former school and one of the most expensive priva…"
57,Bonzai 💨,2022-10-25 17:57:28+00:00,0,Twitter Web App,"RT @respect65: How can it make any sense at all, for a country to spend £500 billion to combat a virus, with an IFR of less than 0.1 %. Is…"
58,Romik Yali Rigio,2022-10-25 17:57:27+00:00,0,Twitter for Android,"RT @htTweets: More than half of #Tory MPs have publicly backed #RishiSunak to be #Britain's next prime minister 

https://t.co/9prZtVVnH6"
59,AkshatD,2022-10-25 17:57:27+00:00,0,Twitter Web App,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
60,mason Dancey,2022-10-25 17:57:27+00:00,0,Twitter for iPhone,"RT @Senor_Ninguno_: Rishi Sunak clearly not reading the room. 

This woman was sacked last week, SACKED! Has the severity of her actions ch…"
61,Maelys #fbpa #fbppr #FBPPA🕷️😷💙 🌍,2022-10-25 17:57:27+00:00,0,Twitter for Android,"RT @LBC: 'This all smacks of grubby deals to keep individual factions of the Tory Party.'

Labour's Peter Kyle slams Rishi Sunak, saying th…"
62,Kriśh,2022-10-25 17:57:27+00:00,0,Twitter for iPhone,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
63,Tim Ryley (He/him),2022-10-25 17:57:27+00:00,0,Twitter for iPhone,"RT @YvetteCooperMP: At noon Rishi Sunak promised “integrity, professionalism &amp; accountability”

At 5pm he made Suella Braverman Home Secret…"
64,Sebastien Blanc,2022-10-25 17:57:27+00:00,0,Twitter for iPhone,"RT @eiecampaign: Rishi Sunak’s estimated wealth is £730 million.

A worker earning the median wage (£31,772) would need to have been workin…"
65,Christine Melby 💙,2022-10-25 17:57:27+00:00,0,Twitter for iPad,"RT @Women4Wes: In just thirty seconds, this construction worker from Wakefield provided analysis of Rishi Sunak’s coronation that was more…"
66,Schoenfelder,2022-10-25 17:57:27+00:00,0,Twitter for Android,RT @benlewismedia: Rishi Sunak missing the perfect photo opportunity- strolling past @Number10cat without stopping for a scrootch. https://…
67,sai sravan,2022-10-25 17:57:27+00:00,0,Twitter Web App,"RT @ARanganathan72: Three persons of Indian ancestry now have fingers on the nuclear button: Narendra Modi, Shehbaz Sharif, and Rishi Sunak."
68,USA NEWS 🇺🇸,2022-10-25 17:57:27+00:00,0,WordPress.com,Shock return of Suella Braverman taints Rishi Sunak’s vow to lead government with ‘integrity’ https://t.co/mbBJUEg58P
69,jorge vargas,2022-10-25 17:57:27+00:00,0,Twitter for iPhone,"RT @LupitaJuarezH: 🔴 Renuncia el secretario de Negocios y Energía de Gran Bretaña, Jacob Rees-Mogg, tras el nombramiento de Rishi Sunak com…"
70,Rebecca Labram,2022-10-25 17:57:26+00:00,0,Twitter for iPhone,"RT @RichardJMurphy: So, Rishi Sunak appoints as Home Secretary a woman who dreams of deporting victims of torture to Rwanda. Any hope that…"
71,Jane Mariko,2022-10-25 17:57:26+00:00,0,Twitter for iPhone,RT @BarbaraSutton15: Rishi Sunak's cabinet- same shit different shovel!
72,jace cottle,2022-10-25 17:57:26+00:00,0,Twitter Web App,"RT @FreedomsBritish: Here is Rishi Sunak one year ago pushing a global currency backed by central banks 

Did he think I wouldn't have this…"
73,Joseph Burite,2022-10-25 17:57:26+00:00,0,Twitter for Android,"RT @Number10cat: Rishi Sunak is forming a government featuring all parts of the Conservative Party: the right wing, the hard right wing and…"
74,Seb Alexander 💙🌹,2022-10-25 17:57:26+00:00,0,Twitter for Android,RT @PoliticsJOE_UK: 🤑 Rishi Sunak A.K.A Sir Tax-a-Lot ft. the Conservative Party - I Like Big Cuts 🤑 https://t.co/isaOFbPmCk
75,Diana Long🇺🇦,2022-10-25 17:57:26+00:00,0,Twitter Web App,RT @GeorgieProRadio: How did Larry know Rishi Sunak was coming?! @Number10cat https://t.co/VokQHChYDi
76,Mateusz,2022-10-25 17:57:26+00:00,0,Twitter for Android,RT @WBC24News: Rishi Sunak został oficjalnie mianowany premierem Wielkiej Brytanii przez króla Karola III.
77,The National,2022-10-25 17:57:26+00:00,0,TweetDeck,"Rishi Sunak's cabinet reshuffle sees the return of Suella Braverman and Michael Gove 

https://t.co/3NV67iDoiA"
78,सिद्धू जौनपुरिया,2022-10-25 17:57:26+00:00,0,Twitter for Android,"RT @AdityaRajKaul: Excellent Rishi Sunak edition of The Daily Show!  “I am selling the entire country to India, you ********”. Must must wa…"
79,Till,2022-10-25 17:57:26+00:00,0,Twitter for Android,RT @PoliticsPollss: Do you think new prime minister Rishi Sunak will or will not be able to unite the Conservative Party? #Politics
80,ARY NEWS,2022-10-25 17:57:26+00:00,1,TweetDeck,"New UK PM Rishi Sunak unveils top team as historic tenure begins

#arynews 

https://t.co/TOjFoPCyzO"
81,Barbara Allen,2022-10-25 17:57:26+00:00,0,Twitter Web App,"RT @Bill_Esterson: 6 days ago Suella Braverman was a security risk and was sacked as Home Secretary.
Today she’s reappointed as Home Secret…"
82,Amb T S Tirumurti,2022-10-25 17:57:26+00:00,0,Twitter for iPhone,"RT @ConstantinoX: 🧵 Portugal has an Indian-origin PM since 2015.

This gives us an idea of how PM Modi/India May deal with 🇬🇧 Indian origin…"
83,Arafat,2022-10-25 17:57:26+00:00,0,Twitter for Android,"RT @NAkufoAddo: Warm congratulations to Rt. Hon. Rishi Sunak, MP, (@RishiSunak) on becoming the 57th British Prime Minister in this difficu…"
84,SocratesUmerji,2022-10-25 17:57:25+00:00,0,Twitter for iPhone,RT @jeremycorbyn: Rishi Sunak's cabinet appointments are a clear signal of the pro-austerity and anti-migrant machine he intends to operate…
85,bk,2022-10-25 17:57:25+00:00,0,Twitter for iPhone,"RT @JamesMelville: Rishi Sunak:

“I have friends who are aristocrats. I have friends who are upper class. I have friends who are working-cl…"
86,bénédicte,2022-10-25 17:57:25+00:00,0,Twitter Web App,"RT @ceciestmontweet: - Bonjour, je suis Rishi Sunak, je suis nouveau, je remplace une femme.
- Bonjour, je suis Charles, tout pareil. https…"
87,Rich Turner 💚 🇪🇺😷,2022-10-25 17:57:25+00:00,0,Twitter for Android,"RT @TransportActio2: This shows why Rishi Sunak and Jeremy Hunt need to stop spending on new roads. We need to invest in the solutions, not…"
88,Jane Preston,2022-10-25 17:57:25+00:00,0,Twitter for Android,"RT @OxfordDiplomat: BREAKING: Jacob Rees-Mogg resigned from the Government. He has given his letter to Rishi Sunak. Ding, Dong, Rees-Mogg i…"
89,Lars Liedtke 🇪🇺,2022-10-25 17:57:25+00:00,0,Twitter for Android,"RT @MalwareTechBlog: Idk, but Rishi Sunak actually gives me a little bit of hope for the future of the UK. I'm left AF, but the fact he's a…"
90,Hayley Jones,2022-10-25 17:57:25+00:00,0,Twitter for iPhone,"RT @YvetteCooperMP: At noon Rishi Sunak promised “integrity, professionalism &amp; accountability”

At 5pm he made Suella Braverman Home Secret…"
91,Paul Da Pork Hunt & Mr Moo🇪🇺 🏴󠁧󠁢󠁷󠁬󠁳󠁿,2022-10-25 17:57:24+00:00,0,Twitter Web App,"RT @Stuzipants: When you read this and consider the gravity of the breech, and then consider that 26 hours into his tenure as U.K. Prime Mi…"
92,Abhishek kumar singhal🇮🇳,2022-10-25 17:57:24+00:00,0,Twitter for Android,RT @OpIndia_in: ‘भारत में मुस्लिमों को इतनी आज़ादी है कि इस्लामी मुल्कों में सोचा भी नहीं जा सकता’: IAS शाह फैसल ने अल्पसंख्यकों की प्रताड़…
93,SheilaP,2022-10-25 17:57:24+00:00,0,Twitter for iPad,"RT @Telegraph: 🗣️ Mark Serwotka, general secretary of the PCS union, said of Suella Braverman's return as Home Secretary: 

""It beggars bel…"
94,Geoff 🇬🇧 #Brexit #Patriot,2022-10-25 17:57:24+00:00,0,Twitter for Android,"RT @Sammyjoagain: Rishi Sunak is a cuckoo in the nest.....of vipers, 
He's being used but I don't think he's noticed yet.

The more I see o…"
95,Afzal Ahmed,2022-10-25 17:57:24+00:00,0,Twitter Web App,RT @ashajadeja325: The world notices Rishi Sunak being a teetotaler. This is great! Hinduism’s greatest gift to our planet’s health will be…
96,sylvie adler,2022-10-25 17:57:24+00:00,0,Twitter for iPhone,"RT @YvetteCooperMP: At noon Rishi Sunak promised “integrity, professionalism &amp; accountability”

At 5pm he made Suella Braverman Home Secret…"
97,Aéro,2022-10-25 17:57:24+00:00,0,Twitter for Android,RT @TPostMillennial: POSOBIEC: The financial infrastructure of the Great Reset has arrived as Rishi Sunak was named the next U.K. Prime Min…
98,Stirling4Europe #FBPE,2022-10-25 17:57:23+00:00,0,Twitter for Android,"RT @RichardJMurphy: So, Rishi Sunak appoints as Home Secretary a woman who dreams of deporting victims of torture to Rwanda. Any hope that…"
99,FieldM,2022-10-25 17:57:23+00:00,0,Twitter for Android,RT @TiernanDouieb: Rishi Sunak being the first Hindu British PM shows that we live in a tolerant country where anyone can achieve their dre…
